channel_name,message_id,image_path,detected_class,confidence_score,image_category
lobelia4cosmetics,26355,data/raw/images/lobelia4cosmetics/26355.jpg,book,0.2522,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.6433,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.6279,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.4022,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.3563,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.3472,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.345,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.3412,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.3148,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26356,data/raw/images/lobelia4cosmetics/26356.jpg,bottle,0.2634,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,refrigerator,0.5083,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.4445,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.3976,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,dining table,0.2988,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.2925,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.2799,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.275,product_display
lobelia4cosmetics,26357,data/raw/images/lobelia4cosmetics/26357.jpg,bottle,0.2587,product_display
lobelia4cosmetics,26358,data/raw/images/lobelia4cosmetics/26358.jpg,bottle,0.4823,product_display
lobelia4cosmetics,26358,data/raw/images/lobelia4cosmetics/26358.jpg,bottle,0.4725,product_display
lobelia4cosmetics,26358,data/raw/images/lobelia4cosmetics/26358.jpg,bottle,0.4318,product_display
lobelia4cosmetics,26358,data/raw/images/lobelia4cosmetics/26358.jpg,bottle,0.2713,product_display
lobelia4cosmetics,26359,data/raw/images/lobelia4cosmetics/26359.jpg,bottle,0.5669,product_display
lobelia4cosmetics,26359,data/raw/images/lobelia4cosmetics/26359.jpg,bottle,0.3779,product_display
lobelia4cosmetics,26359,data/raw/images/lobelia4cosmetics/26359.jpg,bottle,0.2699,product_display
lobelia4cosmetics,26359,data/raw/images/lobelia4cosmetics/26359.jpg,bottle,0.264,product_display
lobelia4cosmetics,26359,data/raw/images/lobelia4cosmetics/26359.jpg,bottle,0.2567,product_display
lobelia4cosmetics,26360,data/raw/images/lobelia4cosmetics/26360.jpg,bottle,0.437,product_display
lobelia4cosmetics,26361,data/raw/images/lobelia4cosmetics/26361.jpg,bottle,0.5032,product_display
lobelia4cosmetics,26361,data/raw/images/lobelia4cosmetics/26361.jpg,bottle,0.3454,product_display
lobelia4cosmetics,26361,data/raw/images/lobelia4cosmetics/26361.jpg,bottle,0.3195,product_display
lobelia4cosmetics,26362,data/raw/images/lobelia4cosmetics/26362.jpg,bottle,0.5096,product_display
lobelia4cosmetics,26362,data/raw/images/lobelia4cosmetics/26362.jpg,bottle,0.3521,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.6109,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.3556,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.3351,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.3287,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.2877,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.2858,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.2802,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.2686,product_display
lobelia4cosmetics,26363,data/raw/images/lobelia4cosmetics/26363.jpg,bottle,0.2675,product_display
lobelia4cosmetics,26364,data/raw/images/lobelia4cosmetics/26364.jpg,bottle,0.8619,product_display
lobelia4cosmetics,26365,data/raw/images/lobelia4cosmetics/26365.jpg,,,other
lobelia4cosmetics,26366,data/raw/images/lobelia4cosmetics/26366.jpg,,,other
lobelia4cosmetics,26367,data/raw/images/lobelia4cosmetics/26367.jpg,,,other
lobelia4cosmetics,26368,data/raw/images/lobelia4cosmetics/26368.jpg,bottle,0.2725,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.5097,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.5074,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,dining table,0.4609,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.4239,product_display
lobelia4cosmetics,26369,data/raw/images/lobelia4cosmetics/26369.jpg,bottle,0.4207,product_display
